name,reclat,reclong,mass (g),year,family
Elephant Moraine 87644,-76.26933,156.47035,127.3,1987.0,Chondrite — Ordinary
Allan Hills 83067,-76.74194,159.38083,95.8,1983.0,Chondrite — Ordinary
Ramlat as Sahmah 314,20.8016,55.47315,219.0,2009.0,Chondrite — Ordinary
Yamato 790896,-71.5,35.66667,2.93,1979.0,Chondrite — Ordinary
Grove Mountains 050258,-72.98389,75.24667,0.5,2006.0,Chondrite — Ordinary
Yamato 792820,-71.5,35.66667,9.55,1979.0,Chondrite — Ordinary
Dhofar 055,19.14767,54.77633,235.0,1999.0,Achondrite — HED
Yamato 793182,-71.5,35.66667,2.04,1979.0,Chondrite — Ordinary
Grove Mountains 023100,-72.774444,75.321667,2.11,2003.0,Chondrite — Ordinary
Dhofar 1251,18.56925,54.195389,1905.0,2005.0,Chondrite — Ordinary
Grove Mountains 020090,-72.99944,75.26111,7.5,2003.0,Achondrite — Martian
Meteorite Hills 00836,-79.68333,159.75,29.1,2000.0,Chondrite — Ordinary
Yamato 793549,-71.5,35.66667,13.86,1979.0,Achondrite — HED
Elephant Moraine 90279,-76.27274,156.45152,17.4,1990.0,Chondrite — Ordinary
Lewis Cliff 87105,-84.25403,161.39633,15.9,1987.0,Chondrite — Ordinary
Elephant Moraine 83348,-76.2875,157.20389,299.2,1983.0,Chondrite — Ordinary
Dar al Gani 844,27.396,16.1905,143.0,1999.0,Achondrite — HED
Yamato 81123,-71.5,35.66667,1.58,1981.0,Chondrite — Ordinary
Lewis Cliff 88160,-84.25087,161.41703,21.1,1988.0,Chondrite — Ordinary
Millarville,50.79722,-114.30944,15636.0,1977.0,Iron meteorite
Elephant Moraine 90830,-76.28587,156.44218,7.4,1990.0,Chondrite — Ordinary
Dominion Range 10602,0.0,0.0,16.4,2010.0,Chondrite — Ordinary
Yamato 982236,0.0,0.0,19.27,1998.0,Chondrite — Ordinary
Grove Mountains 052483,-72.779722,75.316111,162.84,2006.0,Chondrite — Ordinary
Miller Range 07424,0.0,0.0,0.4,2007.0,Stony-iron
Dar al Gani 561,27.20117,16.3175,83.52,1997.0,Chondrite — Ordinary
Acfer 388,27.61667,3.86667,1072.0,2004.0,Chondrite — Ordinary
Yamato 790290,-71.5,35.66667,4.15,1979.0,Chondrite — Ordinary
Queen Alexandra Range 97676,-84.0,168.0,2.4,1997.0,Chondrite — Carbonaceous
Allan Hills A81217,-76.7,159.36861,5.4,1981.0,Chondrite — Ordinary
Scurry,32.5,-101.0,118000.0,1937.0,Chondrite — Ordinary
Acfer 213,27.68111,4.30694,526.0,1991.0,Chondrite — Ordinary
Zapata County,27.0,-99.0,,1930.0,Iron meteorite
Acfer 320,27.46056,3.88806,167.0,1992.0,Chondrite — Ordinary
Queen Alexandra Range 93720,-84.0,168.0,73.9,1993.0,Chondrite — Ordinary
Clover Springs,34.45,-111.36667,7700.0,1954.0,Stony-iron
Dar al Gani 564,26.89517,16.5515,167.69,1997.0,Chondrite — Ordinary
Leon,37.66667,-96.76667,30000.0,1943.0,Chondrite — Ordinary
Djebel Chaab 001,25.22367,0.8456,1388.0,2003.0,Chondrite — Ordinary
Elephant Moraine 90820,-76.28198,156.45502,0.9,1990.0,Chondrite — Ordinary
Frontier Mountain 03035,-72.9515,160.51303,9.96,2003.0,Chondrite — Ordinary
Frontier Mountain 01065,-72.98806,160.40833,1.7,2001.0,Chondrite — Ordinary
Grove Mountains 021598,-72.825,75.35667,79.76,2003.0,Chondrite — Ordinary
Jungo 001,40.89055,-118.36278,70.7,2007.0,Chondrite — Ordinary
Tanezrouft 033,25.39222,-0.03639,120.0,1991.0,Chondrite — Ordinary
Grove Mountains 021547,-72.96389,75.22222,19.6,2003.0,Chondrite — Ordinary
Queen Alexandra Range 97069,-84.0,168.0,94.2,1997.0,Chondrite — Ordinary
Lewis Cliff 88003,-84.27467,161.37784,1.7,1988.0,Chondrite — Carbonaceous
Allan Hills 88025,-76.7264,158.76884,37.2,1988.0,Chondrite — Ordinary
Northwest Africa 6673,0.0,0.0,99.8,2010.0,Stony-iron
Elephant Moraine 90476,-76.27362,156.4211,63.8,1990.0,Chondrite — Ordinary
El Mirage Dry Lake 003,34.63432,-117.56217,6.9,2010.0,Chondrite — Ordinary
Dhofar 253,18.62467,54.09667,413.0,2001.0,Chondrite — Ordinary
Larkman Nunatak 06563,0.0,0.0,213.4,2006.0,Chondrite — Ordinary
Yamato 86399,-71.5,35.66667,4.27,1986.0,Chondrite — Ordinary
Yamato 790345,-71.5,35.66667,233.6,1979.0,Chondrite — Ordinary
Queen Alexandra Range 97890,-84.0,168.0,3.2,1997.0,Chondrite — Ordinary
Pecora Escarpment 91156,-85.66681,-69.02116,19.7,1991.0,Chondrite — Ordinary
Queen Alexandra Range 99481,-84.0,168.0,1.7,1999.0,Chondrite — Ordinary
Allan Hills A78083,-76.71667,159.66667,11.43,1977.0,Chondrite — Ordinary
Northwest Africa 6602,0.0,0.0,1048.0,2010.0,Achondrite — HED
Dominion Range 08472,0.0,0.0,18.5,2008.0,Chondrite — Ordinary
Elephant Moraine 96334,-76.18333,157.16667,5.6,1996.0,Chondrite — Ordinary
Dhofar 844,18.39167,54.16,182.0,2001.0,Chondrite — Ordinary
Dhofar 115,18.60833,54.55167,487.0,2000.0,Chondrite — Ordinary
Yamato 983796,0.0,0.0,3.76,1998.0,Chondrite — Ordinary
Yamato 75064,-71.5,35.66667,3.26,1975.0,Chondrite — Ordinary
Willcox Playa 002,32.18167,-109.7895,12.0,2001.0,Chondrite — Ordinary
Northwest Africa 6546,0.0,0.0,214.0,2006.0,Chondrite — Ordinary
Grove Mountains 053629,-72.781944,75.300556,0.7,2006.0,Chondrite — Ordinary
Lewis Cliff 88170,-84.2495,161.49332,14.9,1988.0,Chondrite — Ordinary
Jiddat al Harasis 125,19.62333,55.01,36.0,2004.0,Chondrite — Ordinary
Grove Mountains 053725,-72.779722,75.275833,54.15,2006.0,Chondrite — Ordinary
Pecora Escarpment 91304,-85.6899,-68.94321,6.1,1991.0,Chondrite — Ordinary
Yamato 793393,-71.5,35.66667,4.29,1979.0,Chondrite — Ordinary
Yamato 982086,0.0,0.0,224.72,1998.0,Chondrite — Carbonaceous
Yamato 82119,-71.5,35.66667,6.79,1982.0,Chondrite — Ordinary
Meteorite Hills 00419,-79.68333,155.75,9.0,2000.0,Iron meteorite
Yamato 981606,0.0,0.0,7.78,1998.0,Chondrite — Ordinary
Grove Mountains 022908,-72.775,75.317778,7.93,2003.0,Chondrite — Ordinary
Frontier Mountain 90240,-72.95489,160.44408,1.05,1990.0,Chondrite — Ordinary
Dar al Gani 003,27.12633,16.03067,2020.0,1995.0,Chondrite — Ordinary
Yamato 982105,0.0,0.0,10.22,1998.0,Chondrite — Ordinary
Dar al Gani 855,26.88967,16.5715,406.0,1998.0,Chondrite — Ordinary
Frontier Mountain 90022,-72.95488,160.47328,10.8,1990.0,Chondrite — Ordinary
Grove Mountains 021893,-72.778056,75.326667,0.56,2003.0,Chondrite — Ordinary
Northwest Africa 7456,0.0,0.0,2282.0,2012.0,Chondrite — Ordinary
Yamato 790914,-71.5,35.66667,2.58,1979.0,Chondrite — Ordinary
Miller Range 07137,0.0,0.0,110.4,2007.0,Chondrite — Ordinary
Queen Alexandra Range 97705,-84.0,168.0,6.8,1997.0,Chondrite — Ordinary
Dhofar 1500,19.18258,54.5945,2448.0,2009.0,Chondrite — Ordinary
Northwest Africa 462,26.784,-12.8335,40.5,2001.0,Chondrite — Ordinary
Frontier Mountain 03067,-72.99486,160.39028,2.25,2004.0,Chondrite — Ordinary
Dominion Range 85501,-85.33333,166.5,126.2,1985.0,Chondrite — Ordinary
Yamato 74524,0.0,35.66667,14.74,1974.0,Chondrite — Ordinary
Meteorite Hills 001121,-79.68333,159.75,24.4,2000.0,Chondrite — Ordinary
Dar al Gani 226,27.086,16.03683,90.0,1997.0,Chondrite — Carbonaceous
Grove Mountains 024060,-72.981944,75.246389,200.2,2003.0,Chondrite — Ordinary
Yamato 792657,-71.5,35.66667,0.96,1979.0,Chondrite — Ordinary
Meteorite Hills 00658,-79.68333,155.75,46.42,2000.0,Chondrite — Ordinary
Ramlat as Sahmah 344,20.47015,55.52617,41.49,2010.0,Chondrite — Ordinary
Grove Mountains 020014,-73.105,75.17139,2.72,2002.0,Chondrite — Ordinary
Lewis Cliff 85346,-84.28027,161.34666,30.2,1985.0,Chondrite — Ordinary
Miller Range 07051,0.0,0.0,93.1,2007.0,Chondrite — Ordinary
Northwest Africa 2595,0.0,0.0,59.1,2004.0,Chondrite — Ordinary
Meteorite Hills 01096,-79.68333,159.75,48.6,2001.0,Chondrite — Ordinary
Umm as Samim 027,21.11303,55.54083,2907.0,2010.0,Chondrite — Ordinary
Yamato 792868,-71.5,35.66667,13.01,1979.0,Chondrite — Ordinary
Lewis Cliff 88346,-84.26909,161.3713,18.2,1988.0,Chondrite — Ordinary
Grove Mountains 022018,-72.781111,75.319167,3.5,2003.0,Chondrite — Ordinary
Northwest Africa 5561,0.0,0.0,57.8,2008.0,Chondrite — Carbonaceous
Yamato 790538,-71.5,35.66667,102.58,1979.0,Chondrite — Ordinary
Yamato 8439,-71.5,35.66667,60.8,1984.0,Chondrite — Ordinary
Yamato 983072,0.0,0.0,5.83,1998.0,Chondrite — Ordinary
Elephant Moraine 83260,-76.32861,157.22306,15.4,1983.0,Chondrite — Ordinary
Queen Alexandra Range 97929,-84.0,168.0,14.8,1997.0,Chondrite — Ordinary
Grove Mountains 050114,-72.978056,75.269444,2.96,2006.0,Chondrite — Ordinary
Yamato 983812,0.0,0.0,15.1,1998.0,Chondrite — Ordinary
Dar al Gani 218,27.1415,16.16483,157.0,1996.0,Chondrite — Ordinary
Reid 021,-30.06783,128.98483,20.0,1993.0,Chondrite — Ordinary
Jiddat al Harasis 478,19.79833,56.4884,180.5,2007.0,Chondrite — Ordinary
Elephant Moraine 90957,-76.27112,156.43603,15.1,1990.0,Chondrite — Ordinary
Lewis Cliff 88586,-84.25191,161.43067,6.4,1988.0,Chondrite — Ordinary
Lewis Cliff 88687,-84.27105,161.38646,5.2,1988.0,Chondrite — Ordinary
Allan Hills 88058,-76.69255,159.30145,15.1,1988.0,Chondrite — Ordinary
Yamato 791941,-71.5,35.66667,18.79,1979.0,Chondrite — Ordinary
Dhofar 508,18.91167,54.475,270.0,2000.0,Chondrite — Ordinary
Yamato 792743,-71.5,35.66667,17.65,1979.0,Chondrite — Ordinary
Wernigerode,51.85,10.78333,24.3,1970.0,Chondrite — Ordinary
Northwest Africa 6587,0.0,0.0,307.0,2009.0,Chondrite — Ordinary
Yamato 791503,-71.5,35.66667,55.11,1979.0,Chondrite — Ordinary
Queen Alexandra Range 93082,-84.59971,162.19633,116.7,1993.0,Chondrite — Ordinary
Forsyth County,36.1,-80.2,22700.0,1891.0,Iron meteorite
Yamato 790121,-71.5,35.66667,10.36,1979.0,Chondrite — Ordinary
Woodward County,36.5,-99.5,45500.0,1923.0,Chondrite — Ordinary
Grove Mountains 053999,-72.78444,75.28028,2.8,2006.0,Chondrite — Ordinary
Lewis Cliff 88159,-84.26271,161.34984,32.8,1988.0,Chondrite — Ordinary
Allan Hills 84256,-76.7065,158.7323,3.0,1984.0,Chondrite — Ordinary
Cranberry Plains,37.23333,-80.73333,90.0,1852.0,Iron meteorite
Allan Hills A78259,-76.71667,159.66667,6.2,1978.0,Chondrite — Ordinary
Miller Range 090957,0.0,0.0,2.9,2009.0,Chondrite — Ordinary
Lucerne Valley 048,34.48667,-116.95833,2.29,2004.0,Chondrite — Ordinary
Queen Alexandra Range 94401,-84.0,168.0,13.4,1994.0,Chondrite — Ordinary
Queen Alexandra Range 90237,-84.61391,162.1441,301.8,1990.0,Chondrite — Ordinary
Yamato 793097,-71.5,35.66667,0.53,1979.0,Chondrite — Enstatite
Miller Range 090741,0.0,0.0,129.8,2009.0,Chondrite — Ordinary
Ramlat as Sahmah 310,20.78308,55.44327,1223.2,2009.0,Chondrite — Ordinary
Dhofar 220,18.485,54.315,132.0,2001.0,Chondrite — Ordinary
Yamato 791026,-71.5,35.66667,354.72,1979.0,Chondrite — Ordinary
Queen Alexandra Range 99602,-84.0,168.0,250.1,1999.0,Chondrite — Ordinary
Yamato 981898,0.0,0.0,22.62,1998.0,Chondrite — Ordinary
Yamato 82167,-71.5,35.66667,11.33,1982.0,Chondrite — Ordinary
Grove Mountains 050043,-72.99667,75.21806,128.89,2006.0,Chondrite — Ordinary
Grove Mountains 021554,-72.935,75.31861,1.51,2003.0,Chondrite — Ordinary
Miller Range 090298,0.0,0.0,11.7,2009.0,Chondrite — Ordinary
Dhofar 303,19.33,54.78333,4.15,2001.0,Achondrite — Lunar
Queen Alexandra Range 971001,-84.0,168.0,22.2,1997.0,Chondrite — Ordinary
Lewis Cliff 86263,-84.27382,161.68676,15.1,1986.0,Chondrite — Ordinary
Northwest Africa 5566,0.0,0.0,200.0,2005.0,Chondrite — Ordinary
Queen Alexandra Range 94421,-84.0,168.0,6.9,1994.0,Chondrite — Ordinary
Queen Alexandra Range 93610,-84.0,168.0,13.0,1993.0,Chondrite — Ordinary
Asuka 87152,-72.0,26.0,28.99,1987.0,Chondrite — Ordinary
Asuka 881514,-72.0,26.0,16.18,1988.0,Chondrite — Ordinary
San Juan 026,-25.4425,-69.871167,307.0,2008.0,Chondrite — Ordinary
Queen Alexandra Range 97143,-84.0,168.0,32.9,1997.0,Chondrite — Ordinary
Grove Mountains 090306,-72.9345,75.31703,67.19,2010.0,Chondrite — Ordinary
Yamato 790102,-71.5,35.66667,0.89,1979.0,Chondrite — Ordinary
Lewis Cliff 87042,-84.36776,161.25817,212.1,1987.0,Chondrite — Ordinary
Grove Mountains 053602,-72.77972,75.3075,3.22,2006.0,Chondrite — Ordinary
Grove Mountains 054045,-72.78722,75.27444,1.49,2006.0,Chondrite — Ordinary
Allan Hills 88012,-76.72243,158.7182,102.5,1988.0,Chondrite — Ordinary
Northwest Africa 5327,0.0,0.0,44.0,2005.0,Chondrite — Ordinary
Lewis Cliff 88248,-84.23477,161.43281,13.5,1988.0,Chondrite — Ordinary
Hammadah al Hamra 247,28.8525,13.4835,288.46,1997.0,Chondrite — Ordinary
Yamato 983530,0.0,0.0,39.71,1998.0,Chondrite — Ordinary
Yamato 793045,-71.5,35.66667,0.94,1979.0,Chondrite — Enstatite
Dominion Range 08180,0.0,0.0,22.7,2008.0,Chondrite — Ordinary
Northwest Africa 7081,0.0,0.0,292.0,2011.0,Chondrite — Ordinary
Sayh al Uhaymir 012,20.9825,57.31483,808.0,1999.0,Chondrite — Ordinary
Vermillion,39.73633,-96.36133,34360.0,1991.0,Stony-iron
Meteorite Hills 96516,-79.68333,159.75,108.4,1996.0,Chondrite — Ordinary
Yamato 791557,-71.5,35.66667,90.65,1979.0,Chondrite — Ordinary
Queen Alexandra Range 971031,-84.0,168.0,4.6,1997.0,Chondrite — Ordinary
Dar al Gani 082,27.167,15.93933,860.0,1995.0,Chondrite — Carbonaceous
Grove Mountains 053714,-72.778889,75.313611,0.82,2006.0,Chondrite — Ordinary
Asuka 881329,-72.0,26.0,39.25,1988.0,Chondrite — Ordinary
Yamato 74643,-71.5,35.66667,38.01,1974.0,Chondrite — Ordinary
Esperance,-33.86667,121.91667,397.0,1991.0,Chondrite — Ordinary
Queen Alexandra Range 97923,-84.0,168.0,13.7,1997.0,Chondrite — Ordinary
Miller Range 090220,0.0,0.0,28.0,2009.0,Achondrite — HED
Pecora Escarpment 91010,-85.68838,-68.34058,3900.6,1991.0,Chondrite — Ordinary
Asuka 882015,-72.0,26.0,32.11,1988.0,Chondrite — Ordinary
Yamato 982083,0.0,0.0,1.24,1998.0,Chondrite — Ordinary
Asuka 881377,-72.0,26.0,214.9,1988.0,Achondrite — HED
Yamato 86614,-71.5,35.66667,0.99,1986.0,Chondrite — Ordinary
Allan Hills A78101,-76.71667,159.66667,121.2,1978.0,Chondrite — Ordinary
Yamato 791771,-71.5,35.66667,156.43,1979.0,Chondrite — Ordinary
Elephant Moraine 90154,-76.27392,156.50891,18.1,1990.0,Chondrite — Ordinary
Northwest Africa 6990,0.0,0.0,395.0,2011.0,Chondrite — Ordinary
Queen Alexandra Range 93385,-84.0,168.0,62.9,1993.0,Chondrite — Ordinary
Allan Hills A81194,-76.68806,159.36084,17.0,1981.0,Chondrite — Ordinary
Acfer 228,27.57389,4.11972,2285.0,1991.0,Chondrite — Ordinary
MacAlpine Hills 87302,-84.21667,160.5,1094.6,1987.0,Chondrite — Ordinary
Queen Alexandra Range 93625,-84.0,168.0,2.9,1993.0,Chondrite — Ordinary
Yamato 982366,0.0,0.0,5.77,1998.0,Chondrite — Ordinary
Dar al Gani 463,27.01167,15.86483,1916.0,1998.0,Chondrite — Ordinary
San Borjita,-27.55861,-56.13444,12300.0,1983.0,Chondrite — Ordinary
Queen Alexandra Range 93585,-84.0,168.0,2.1,1993.0,Chondrite — Ordinary
Dar al Gani 546,27.20267,16.11717,100.0,1997.0,Chondrite — Ordinary
Lewis Cliff 88308,-84.26947,161.40292,20.0,1988.0,Chondrite — Ordinary
El Atchane 012,29.1266,4.71773,331.2,2002.0,Chondrite — Enstatite
Queen Alexandra Range 99312,-84.0,168.0,101.7,1999.0,Chondrite — Ordinary
Lewis Cliff 86361,-84.27387,161.68651,5.6,1986.0,Chondrite — Ordinary
Asuka 881460,-72.0,26.0,13.1,1988.0,Chondrite — Ordinary
Asuka 881989,-72.0,26.0,38.62,1988.0,Achondrite — Primitive/Other
Grove Mountains 054248,-72.773056,75.339167,1.33,2006.0,Chondrite — Ordinary
Grove Mountains 022964,-72.774167,75.315278,1.54,2003.0,Chondrite — Ordinary
Elephant Moraine 96149,-76.18333,157.16667,0.4,1996.0,Chondrite — Ordinary
Yamato 982713,0.0,0.0,9.65,1998.0,Chondrite — Ordinary
Elephant Moraine 87512,-76.18333,157.16667,181.6,1987.0,Achondrite — HED
Grove Mountains 020369,-72.9839,75.2464,0.44,2003.0,Chondrite — Ordinary
Patuxent Range 10249,0.0,0.0,2.7,2010.0,Chondrite — Ordinary
Lewis Cliff 87019,-84.34738,161.48221,0.5,1987.0,Achondrite — Primitive/Other
Yamato 790687,-71.5,35.66667,3.54,1979.0,Chondrite — Ordinary
Frontier Mountain 93015,-72.95083,160.45278,1.84,1993.0,Chondrite — Ordinary
Yamato 791584,-71.5,35.66667,2.52,1979.0,Chondrite — Ordinary
Yamato 983413,0.0,0.0,5.51,1998.0,Chondrite — Ordinary
Northwest Africa 6557,0.0,0.0,68.0,2010.0,Achondrite — Primitive/Other
Yamato 983652,0.0,0.0,17.32,1998.0,Chondrite — Ordinary
Yamato 982357,0.0,0.0,3.77,1998.0,Chondrite — Ordinary
Elephant Moraine 99414,-76.18333,157.16667,121.0,1999.0,Chondrite — Ordinary
Grove Mountains 022247,-72.778889,75.311111,1.54,2003.0,Chondrite — Ordinary
El Médano 133,-24.85,-70.53333,397.0,2011.0,Chondrite — Ordinary
Lewis Cliff 88153,-84.27496,161.40915,1.0,1988.0,Chondrite — Ordinary
Frontier Mountain 03066,-72.99564,160.394,4.34,2004.0,Chondrite — Ordinary
Tanezrouft 043,25.45861,-0.13806,284.0,1992.0,Chondrite — Ordinary
Asuka 881612,-72.0,26.0,19.16,1988.0,Chondrite — Enstatite
Meteorite Hills 00873,-79.68333,159.75,23.4,2000.0,Chondrite — Ordinary
Queen Alexandra Range 99807,-84.0,168.0,22.4,1999.0,Chondrite — Ordinary
Yamato 983364,0.0,0.0,28.46,1998.0,Chondrite — Ordinary
Yamato 793368,-71.5,35.66667,10.93,1979.0,Chondrite — Ordinary
Lewis Cliff 86212,-84.25449,161.36413,5.5,1986.0,Chondrite — Ordinary
Yamato 982881,0.0,0.0,3.03,1998.0,Achondrite — Primitive/Other
Yamato 791111,-71.5,35.66667,20.02,1979.0,Chondrite — Ordinary
Dhofar 823,19.05025,54.49242,23.33,2001.0,Chondrite — Ordinary
Yamato 983786,0.0,0.0,4.92,1998.0,Chondrite — Ordinary
Queen Alexandra Range 99753,-84.0,168.0,3.52,1999.0,Chondrite — Ordinary
New Baltimore,40.0,-78.85,20000.0,1922.0,Iron meteorite
Allan Hills A81291,-76.69167,159.39028,3.9,1981.0,Chondrite — Ordinary
Grove Mountains 053736,-72.778333,75.273333,1.86,2006.0,Chondrite — Ordinary
LaPaz Icefield 02341,-86.36667,-70.0,103.66,2002.0,Chondrite — Ordinary
Carlisle Lakes 004,-29.16667,127.16667,809.0,1977.0,Chondrite — Ordinary
Queen Alexandra Range 99200,-84.0,168.0,1.1,1999.0,Chondrite — Ordinary
Northwest Africa 5202,0.0,0.0,109.0,2007.0,Chondrite — Carbonaceous
Roosevelt County 039,34.08333,-103.5,38.0,1969.0,Chondrite — Ordinary
Dominion Range 85505,-85.33333,166.5,31.4,1985.0,Chondrite — Ordinary
Nahuel Niyeu,-40.53333,-66.63333,10540.0,2005.0,Chondrite — Ordinary
Yamato 790490,-71.5,35.66667,1.18,1979.0,Chondrite — Enstatite
Northwest Africa 5955,0.0,0.0,1400.0,2005.0,Chondrite — Ordinary
MacAlpine Hills 02635,-84.21667,160.5,17.9,2002.0,Chondrite — Enstatite
Yamato 793325,-71.5,35.66667,41.69,1979.0,Chondrite — Ordinary
Grosvenor Mountains 95536,-85.66667,175.0,331.2,1995.0,Chondrite — Ordinary
Meteorite Hills 00809,-79.68333,155.75,35.89,2000.0,Chondrite — Ordinary
Pecora Escarpment 91066,-85.69199,-68.95795,180.0,1991.0,Chondrite — Ordinary
Rushville,39.61667,-85.45,50.0,1866.0,Chondrite — Ordinary
Red Willow,40.25,-100.5,2750.0,1899.0,Iron meteorite
Patuxent Range 10266,0.0,0.0,3.3,2010.0,Chondrite — Ordinary
Lewis Cliff 86013,-84.27678,161.64698,1812.2,1986.0,Chondrite — Ordinary
Yamato 791356,-71.5,35.66667,2.37,1979.0,Chondrite — Ordinary
Yamato 981188,0.0,0.0,24.9,1998.0,Chondrite — Ordinary
Allan Hills 88045,-76.70495,159.09493,18.0,1988.0,Chondrite — Carbonaceous
Elephant Moraine 90357,-76.26829,156.41554,45.6,1990.0,Chondrite — Ordinary
Grove Mountains 020569,-72.98417,75.24528,1.27,2003.0,Chondrite — Ordinary
Northwest Africa 5356,0.0,0.0,770.0,2008.0,Achondrite — HED
Dar al Gani 008,27.15833,16.11467,1925.0,1995.0,Chondrite — Ordinary
Northwest Africa 840,30.19267,-9.03667,2875.0,2001.0,Chondrite — Ordinary
Grove Mountains 020084,-72.99667,75.20833,7.73,2003.0,Chondrite — Ordinary
Asuka 880876,-72.0,26.0,17.74,1988.0,Chondrite — Ordinary
Yamato 981351,0.0,0.0,13.22,1998.0,Chondrite — Ordinary
Asuka 881540,-72.0,26.0,15.45,1988.0,Chondrite — Ordinary
Queen Alexandra Range 97585,-84.0,168.0,14.5,1997.0,Chondrite — Ordinary
Yamato 75020,-71.5,35.66667,9.42,1975.0,Chondrite — Ordinary
Queen Alexandra Range 97164,-84.0,168.0,11.9,1997.0,Chondrite — Ordinary
Yamato 86236,-71.5,35.66667,1.64,1986.0,Chondrite — Ordinary
Pecora Escarpment 91372,-85.69922,-68.96758,136.6,1991.0,Chondrite — Ordinary
Yamato 791893,-71.5,35.66667,3.55,1979.0,Chondrite — Ordinary
Elephant Moraine 92155,-76.01364,155.7597,3.0,1992.0,Chondrite — Ordinary
Yamato 790635,-71.5,35.66667,6.14,1979.0,Chondrite — Ordinary
Yamato 791908,-71.5,35.66667,7.75,1979.0,Chondrite — Ordinary
Graves Nunataks 98015,-86.71667,-141.5,1201.9,1998.0,Chondrite — Ordinary
Pecora Escarpment 91477,-85.65128,-68.61946,16.3,1991.0,Chondrite — Enstatite
Queen Alexandra Range 93294,-84.0,168.0,18.0,1993.0,Chondrite — Ordinary
Yamato 792574,-71.5,35.66667,6.1,1979.0,Chondrite — Ordinary
Dominion Range 08072,0.0,0.0,28.4,2008.0,Chondrite — Ordinary
Miller Range 090197,0.0,0.0,23.6,2009.0,Chondrite — Ordinary
Miller Range 090723,0.0,0.0,0.6,2009.0,Chondrite — Carbonaceous
Yamato 982360,0.0,0.0,3.19,1998.0,Chondrite — Ordinary
Grove Mountains 022359,-72.77833,75.31111,1.2,2003.0,Chondrite — Ordinary
Dar al Gani 658,26.93333,16.46667,35.0,1999.0,Chondrite — Ordinary
MacAlpine Hills 02708,-84.21667,160.5,1.19,2002.0,Chondrite — Ordinary
Lonewolf Nunataks 94104,-81.33333,152.83333,10172.0,1994.0,Chondrite — Ordinary
Dominion Range 08354,0.0,0.0,6.8,2008.0,Chondrite — Ordinary
Naviska,32.5,-111.28,147.0,2004.0,Iron meteorite
Dar al Gani 680,27.05,16.4,78.0,1999.0,Achondrite — Primitive/Other
Asuka 880953,-72.0,26.0,32.36,1988.0,Chondrite — Ordinary
Meteorite Hills 001010,-79.68333,159.75,1.1,2000.0,Chondrite — Ordinary
Elephant Moraine 83320,-76.29639,157.23778,56.3,1983.0,Chondrite — Ordinary
Dominion Range 10482,0.0,0.0,12.8,2010.0,Chondrite — Ordinary
Miller Range 07023,0.0,0.0,2085.0,2007.0,Chondrite — Ordinary
Dhofar 1690,18.20358,54.29502,700.5,2011.0,Chondrite — Ordinary
Graves Nunataks 06145,0.0,0.0,84.9,2006.0,Chondrite — Ordinary
Northwest Africa 7557,0.0,0.0,270.0,2011.0,Achondrite — HED
Dhofar 601,18.68805,54.67873,226.0,2001.0,Chondrite — Ordinary
Yamato 982666,0.0,0.0,4.87,1998.0,Chondrite — Ordinary
Dhofar 671,19.08537,54.75128,81.0,2001.0,Chondrite — Ordinary
Camel Donga 035,-30.09167,126.88883,0.45,1994.0,Chondrite — Ordinary
Dar al Gani 716,27.05,16.15,176.0,1999.0,Chondrite — Ordinary
Queen Alexandra Range 97809,-84.0,168.0,1.7,1997.0,Chondrite — Ordinary
Dominion Range 10498,0.0,0.0,27.0,2010.0,Chondrite — Ordinary
Miller Range 07407,0.0,0.0,1.3,2007.0,Chondrite — Carbonaceous
Yamato 791608,-71.5,35.66667,19.77,1979.0,Chondrite — Ordinary
Queen Alexandra Range 93687,-84.0,168.0,11.7,1993.0,Chondrite — Ordinary
Dhofar 103,18.97917,54.4645,188.0,1999.0,Chondrite — Ordinary
Allan Hills A76006,-76.71667,159.66667,1137.0,1976.0,Chondrite — Ordinary
Graves Nunataks 98117,-86.71667,-141.5,89.5,1998.0,Chondrite — Ordinary
Coyote Dry Lake 249,35.08758,-116.74603,71.8,2004.0,Chondrite — Ordinary
Yamato 75077,-71.5,35.66667,1.67,1975.0,Chondrite — Ordinary
Miller Range 090355,0.0,0.0,2.5,2009.0,Chondrite — Ordinary
Meteorite Hills 00567,-79.68333,155.75,40.41,2000.0,Chondrite — Ordinary
Queen Alexandra Range 93123,-84.57558,162.56576,23.2,1993.0,Chondrite — Ordinary
Yamato 982224,0.0,0.0,28.93,1998.0,Chondrite — Ordinary
Lewis Cliff 88168,-84.24793,161.37895,23.0,1988.0,Chondrite — Ordinary
Dhofar 496,18.155,54.11167,354.0,2000.0,Chondrite — Ordinary
Ramlat as Sahmah 273,20.51968,56.12353,163.3,2008.0,Chondrite — Ordinary
Shişr 120,18.25465,53.99447,8.2,2007.0,Chondrite — Ordinary
Briscoe,34.35,-101.4,1773.0,1940.0,Chondrite — Ordinary
Grosvenor Mountains 95591,-85.66667,175.0,111.2,1995.0,Chondrite — Ordinary
Jiddat al Harasis 292,19.78918,56.48023,985.2,2005.0,Chondrite — Ordinary
Cargo Muchacho Mountains,32.91745,-114.767183,2860.0,2000.0,Chondrite — Carbonaceous
Hammadah al Hamra 282,28.43917,12.88617,424.0,2000.0,Chondrite — Ordinary
Havana,40.33333,-90.05,,,Iron meteorite
